tan,rad,n,a1,midpoint,result
15,10,20,4.75,0.16,1404.3866499019027
15,10,20,6.0,-0.16,1695.1933645528684
15,10,20,6.0,-0.08,1499.162724003234
15,10,20,6.0,0.0,1375.5237075346336
15,10,20,6.0,0.07999999999999999,1469.1477321981542
15,10,20,6.0,0.16,1612.7503119738947
15,15,2,1.0,-0.16,1067.8570323716176
15,15,2,1.0,-0.08,802.8010134415974
15,15,2,1.0,0.0,353.88646310598904
15,15,2,1.0,0.07999999999999999,730.4165545059859
15,15,2,1.0,0.16,1170.021571774617
15,15,2,2.25,-0.16,1471.4476938180894
15,15,2,2.25,-0.08,1073.2929131524324
15,15,2,2.25,0.0,715.3456984537114
15,15,2,2.25,0.07999999999999999,1032.7899223132024
15,15,2,2.25,0.16,1449.0153644035267
15,15,2,3.5,-0.16,1653.6953761098812
15,15,2,3.5,-0.08,1322.8883999845987
15,15,2,3.5,0.0,960.8314926216505
15,15,2,3.5,0.07999999999999999,1268.4859631938427
15,15,2,3.5,0.16,1736.6952085092037
15,15,2,4.75,-0.16,1670.821608770665
15,15,2,4.75,-0.08,1526.9341024050857
15,15,2,4.75,0.0,1116.0905473216785
15,15,2,4.75,0.07999999999999999,1463.7408724581835
15,15,2,4.75,0.16,1790.5400202191145
15,15,2,6.0,-0.16,1626.6228309767505
15,15,2,6.0,-0.08,1689.2197495685368
15,15,2,6.0,0.0,1214.0539590643841
15,15,2,6.0,0.07999999999999999,1620.4798151723376
15,15,2,6.0,0.16,1714.2771912693288
15,15,10,1.0,-0.16,1392.9393933861015
15,15,10,1.0,-0.08,832.984806418601
15,15,10,1.0,0.0,364.75575325384375
15,15,10,1.0,0.07999999999999999,852.1974236116529
15,15,10,1.0,0.16,1490.049355363257
15,15,10,2.25,-0.16,1674.7159821311188
15,15,10,2.25,-0.08,1216.0312761997664
15,15,10,2.25,0.0,819.5001328367327
15,15,10,2.25,0.07999999999999999,770.0657707842163
15,15,10,2.25,0.16,1059.499238958323
15,15,10,3.5,-0.16,1819.1885166217462
15,15,10,3.5,-0.08,1464.3388821964109
15,15,10,3.5,0.0,1195.1948350069201
15,15,10,3.5,0.07999999999999999,1236.0690184721918
15,15,10,3.5,0.16,1224.3434992039474
15,15,10,4.75,-0.16,1940.2670874513058
15,15,10,4.75,-0.08,1564.3656661287314
15,15,10,4.75,0.0,1322.6529544641203
15,15,10,4.75,0.07999999999999999,1510.8270579194761
15,15,10,4.75,0.16,1806.2673515490833
15,15,10,6.0,-0.16,2058.2617270026935
15,15,10,6.0,-0.08,1632.777252689602
15,15,10,6.0,0.0,1375.4125415736582
15,15,10,6.0,0.07999999999999999,1617.1356777222634
15,15,10,6.0,0.16,2050.681350962305
15,15,20,1.0,-0.16,1421.7997161829435
15,15,20,1.0,-0.08,831.9088621411463
15,15,20,1.0,0.0,364.77292915839627
15,15,20,1.0,0.07999999999999999,671.1268409285107
15,15,20,1.0,0.16,1548.1482589712703
15,15,20,2.25,-0.16,1655.3442347073699
15,15,20,2.25,-0.08,1215.8945663803675
15,15,20,2.25,0.0,820.4693620727971
15,15,20,2.25,0.07999999999999999,752.676436796254
15,15,20,2.25,0.16,804.0660548784613
15,15,20,3.5,-0.16,1784.1613542916425
15,15,20,3.5,-0.08,1455.8132514510064
15,15,20,3.5,0.0,1196.9509287547282
15,15,20,3.5,0.07999999999999999,1225.4984496779891
15,15,20,3.5,0.16,1199.9743961417191
15,15,20,4.75,-0.16,1888.3759988989184
15,15,20,4.75,-0.08,1549.491358969694
15,15,20,4.75,0.0,1323.3151118582764
15,15,20,4.75,0.07999999999999999,1495.8239426752575
15,15,20,4.75,0.16,1777.4375545617172
15,15,20,6.0,-0.16,1989.9528896953907
15,15,20,6.0,-0.08,1611.4552135500612
15,15,20,6.0,0.0,1375.5237075346233
15,15,20,6.0,0.07999999999999999,1597.7877001149166
15,15,20,6.0,0.16,2008.4426661323955
